,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente,DistHistorica
223,Nasua narica,194715,-96.87878,17.87141,,False,5,15,Mammalia,Carnivora,Procyonidae,1321,Terrestre,2004,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d560b30485ebe42b85232780a8ad02ed,d560b30485ebe42b85232780a8ad02ed,No,NoDIsponible,,,,,,
868,Nasua narica,122726,-105.4428077,20.4872919,,False,5,15.6,Mammalia,Carnivora,Procyonidae,25,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d60f583a7d60fb5e1052c4dddec07308,d60f583a7d60fb5e1052c4dddec07308,No,NoDIsponible,,,,,,
628,Nasua narica,166091,-100.3353299,25.5984999,,False,4,-3.31,Mammalia,Carnivora,Procyonidae,1301,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d640ebae42eb246f4ed96a7339938803,d640ebae42eb246f4ed96a7339938803,No,NoDIsponible,,,,,,
1137,Nasua narica,100962,-108.3208333,26.7075,,False,4,-0.3,Mammalia,Carnivora,Procyonidae,232,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d6678d09a42c8403e6cc403349bf1ea4,d6678d09a42c8403e6cc403349bf1ea4,No,NoDIsponible,,,,,,
1265,Nasua narica,170747,-99.4966667,23.7438889,,False,4,-7.7,Mammalia,Carnivora,Procyonidae,1404,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d68081fe0df617efc3be7aa410ce6124,d68081fe0df617efc3be7aa410ce6124,No,NoDIsponible,,,,,,
1348,Nasua narica,226522,-92.9333333,15.7333333,,False,5,11.83,Mammalia,Carnivora,Procyonidae,2284,Terrestre,2000,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d6a87d4724367caf8a8a991c69739df5,d6a87d4724367caf8a8a991c69739df5,No,NoDIsponible,,,,,,
39,Nasua narica,226642,-93.0895269,16.8023488,,False,5,10.07,Mammalia,Carnivora,Procyonidae,1123,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d6ab279ad4f3472d5cdeeec3fb34bb54,d6ab279ad4f3472d5cdeeec3fb34bb54,No,NoDIsponible,,,,,,
545,Nasua narica,166070,-100.2882983,25.5540727,,False,4,-4.17,Mammalia,Carnivora,Procyonidae,848,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d7090bcde746a635d9726d9f44c8c803,d7090bcde746a635d9726d9f44c8c803,No,NoDIsponible,,,,,,
892,Nasua narica,118451,-105.9883688,23.256645,,False,5,10.17,Mammalia,Carnivora,Procyonidae,327,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d71777ba09fa2dc9d30b602a3a9159a8,d71777ba09fa2dc9d30b602a3a9159a8,No,NoDIsponible,,,,,,
1013,Nasua narica,83302,-110.65672,30.8678833,,False,4,-14.06,Mammalia,Carnivora,Procyonidae,991,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d71f69808e562b885396348d84fae4df,d71f69808e562b885396348d84fae4df,No,NoDIsponible,,,,,,
1153,Nasua narica,123045,-105.4675,23.0711111,,False,5,7.01,Mammalia,Carnivora,Procyonidae,880,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d75a841639b5296d8527f42b8d363c1e,d75a841639b5296d8527f42b8d363c1e,No,NoDIsponible,,,,,,
243,Nasua narica,175028,-99.0998077,18.9973905,,False,4,3.59,Mammalia,Carnivora,Procyonidae,1787,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d75b42b1e3653d4855a4a59d346aa295,d75b42b1e3653d4855a4a59d346aa295,No,NoDIsponible,,,,,,
860,Nasua narica,122726,-105.4428077,20.4872919,,False,5,15.6,Mammalia,Carnivora,Procyonidae,25,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d790407a65cc9649068b79450ffe5f1b,d790407a65cc9649068b79450ffe5f1b,No,NoDIsponible,,,,,,
209,Nasua narica,194707,-97.05014,17.86512,,False,4,0.65,Mammalia,Carnivora,Procyonidae,828,Terrestre,2004,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d7c312a8bcc4e5fd6fc65a065043bd14,d7c312a8bcc4e5fd6fc65a065043bd14,No,NoDIsponible,,,,,,
165,Nasua narica,170442,-99.85912,21.42824,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,1561,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d8e280d045ccb565346ba9827d6d2b5b,d8e280d045ccb565346ba9827d6d2b5b,Si,NoDIsponible,No,No,Si,,,
1087,Nasua narica,166074,-100.1325,25.4052778,,False,5,5.43,Mammalia,Carnivora,Procyonidae,460,Terrestre,1982,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d8e95a776424211daf4bca88b0f3697b,d8e95a776424211daf4bca88b0f3697b,No,NoDIsponible,,,,,,
654,Nasua narica,166091,-100.355208,25.607653,,False,4,-3.31,Mammalia,Carnivora,Procyonidae,1306,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d92cf11486cf74c934f33b817b92a3ee,d92cf11486cf74c934f33b817b92a3ee,No,NoDIsponible,,,,,,
151,Nasua narica,194723,-96.75185,17.59641,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2431,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d9850fa4eaacf7fa534c9b4ff8969067,d9850fa4eaacf7fa534c9b4ff8969067,No,NoDIsponible,,,,,,
984,Nasua narica,118456,-105.9909436,23.4062308,,False,5,11.92,Mammalia,Carnivora,Procyonidae,656,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d9920de04b337aef8bf638c2b8d1e526,d9920de04b337aef8bf638c2b8d1e526,No,NoDIsponible,,,,,,
1192,Nasua narica,180513,-98.55,23.5,,False,5,5.36,Mammalia,Carnivora,Procyonidae,545,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d9edb455ab496ee8cc2d555fe44eeb29,d9edb455ab496ee8cc2d555fe44eeb29,No,NoDIsponible,,,,,,
804,Nasua narica,122971,-105.5334661,22.6718377,,False,5,11.67,Mammalia,Carnivora,Procyonidae,355,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d9f406fcc1a305d793c341871bc1c856,d9f406fcc1a305d793c341871bc1c856,No,NoDIsponible,,,,,,
353,Nasua narica,96501,-108.9325891,27.02333,,False,4,-0.11,Mammalia,Carnivora,Procyonidae,372,Terrestre,1956,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d9f90deb885a13e607644351068918c7,d9f90deb885a13e607644351068918c7,No,NoDIsponible,,,,,,
740,Nasua narica,122960,-105.5347536,22.6598783,,False,5,11.62,Mammalia,Carnivora,Procyonidae,288,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d9fb67ab2b117987f1d99c060f004df7,d9fb67ab2b117987f1d99c060f004df7,No,NoDIsponible,,,,,,
899,Nasua narica,269505,-87.3552661,20.3178027,,False,5,15.73,Mammalia,Carnivora,Procyonidae,15,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=da11badb3fd20071f5b2ae2916d216ed,da11badb3fd20071f5b2ae2916d216ed,Si,NoDIsponible,No,Si,Si,,,
235,Nasua narica,131956,-104.270882,19.582907,,False,5,7.47,Mammalia,Carnivora,Procyonidae,1989,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=da7bd998ec6322dfe3b2521ef3adf5a3,da7bd998ec6322dfe3b2521ef3adf5a3,No,NoDIsponible,,,,,,
502,Nasua narica,194787,-96.7916667,18.0916667,,False,5,20.7,Mammalia,Carnivora,Procyonidae,1624,Terrestre,1990,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dae77b83f1384f4306e4729988e436e5,dae77b83f1384f4306e4729988e436e5,No,NoDIsponible,,,,,,
129,Nasua narica,194723,-96.74639,17.58373,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2539,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dafb448174d24d8dd8e16ab9bd74b197,dafb448174d24d8dd8e16ab9bd74b197,No,NoDIsponible,,,,,,
1349,Nasua narica,226522,-92.9333333,15.7333333,,False,5,11.83,Mammalia,Carnivora,Procyonidae,2284,Terrestre,2000,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=db3d538dec8f7cbb60038b3119b7e118,db3d538dec8f7cbb60038b3119b7e118,No,NoDIsponible,,,,,,
926,Nasua narica,169879,-99.8988527,16.9073838,,False,5,19.79,Mammalia,Carnivora,Procyonidae,715,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=db65e51ddf9aec88272eecaee82b12ae,db65e51ddf9aec88272eecaee82b12ae,No,NoDIsponible,,,,,,
429,Nasua narica,247978,-89.7688588,18.2255855,,False,5,13.26,Mammalia,Carnivora,Procyonidae,305,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dbfb9aa0ee6f93765240aeeaeafd42f4,dbfb9aa0ee6f93765240aeeaeafd42f4,No,NoDIsponible,,,,,,
652,Nasua narica,166091,-100.3565733,25.6084461,,False,4,-3.31,Mammalia,Carnivora,Procyonidae,1307,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dca297e9b3a88563a103841e8f413bfe,dca297e9b3a88563a103841e8f413bfe,No,NoDIsponible,,,,,,
583,Nasua narica,118453,-106.066818,23.3904761,,False,5,11.16,Mammalia,Carnivora,Procyonidae,378,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dce96ddada11e7b53b41d5525937ccc7,dce96ddada11e7b53b41d5525937ccc7,No,NoDIsponible,,,,,,
383,Nasua narica,127582,-105.0561111,22.3505556,,False,5,10.48,Mammalia,Carnivora,Procyonidae,437,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dd42c6b46ce894791f3fb3c544261823,dd42c6b46ce894791f3fb3c544261823,No,NoDIsponible,,,,,,
168,Nasua narica,170442,-99.87257,21.45067,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,948,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dd4df98b990cc8f2f967fddd1ec00b2d,dd4df98b990cc8f2f967fddd1ec00b2d,Si,NoDIsponible,No,No,Si,,,
1226,Nasua narica,109803,-106.9630556,26.0913889,,False,4,-6.38,Mammalia,Carnivora,Procyonidae,2312,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dd6c792fcd72eb063d487d86af65d698,dd6c792fcd72eb063d487d86af65d698,No,NoDIsponible,,,,,,
1245,Nasua narica,114804,-106.5505556,30.4952778,,True,1,-45.45,Mammalia,Carnivora,Procyonidae,1211,Terrestre,9999,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dd9262d2faadd7e56e5135b839e50959,dd9262d2faadd7e56e5135b839e50959,Si,NoDIsponible,No,No,Si,,,
1329,Nasua narica,226641,-93.0952778,16.7238889,,False,5,11.62,Mammalia,Carnivora,Procyonidae,704,Terrestre,1985,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dd98a8f30c70a7538d89b4155b4233c2,dd98a8f30c70a7538d89b4155b4233c2,No,NoDIsponible,,,,,,
524,Nasua narica,265472,-87.4291347,20.2145525,,False,5,15.33,Mammalia,Carnivora,Procyonidae,,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dd9fcd1ce66c2f65635057d81f528af1,dd9fcd1ce66c2f65635057d81f528af1,Si,NoDIsponible,No,Si,Si,,,
188,Nasua narica,170442,-99.86508,21.43246,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,1450,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=de1a1d8ba6e0dcdbec80cdfbfe254950,de1a1d8ba6e0dcdbec80cdfbfe254950,Si,NoDIsponible,No,No,Si,,,
528,Nasua narica,265472,-87.4293358,20.2146477,,False,5,15.33,Mammalia,Carnivora,Procyonidae,5,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=ded166041853fe24c22448bc40f2b17e,ded166041853fe24c22448bc40f2b17e,Si,NoDIsponible,No,Si,Si,,,
485,Nasua narica,269590,-87.3666666,21.3333333,,False,5,14.54,Mammalia,Carnivora,Procyonidae,18,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=df6d9fc3168e059fa663f96147ba913d,df6d9fc3168e059fa663f96147ba913d,No,NoDIsponible,,,,,,
614,Nasua narica,122959,-105.5490874,22.5899222,,False,5,12.66,Mammalia,Carnivora,Procyonidae,334,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=df9ff3b1a0707e62e01776dfb2ae0d0e,df9ff3b1a0707e62e01776dfb2ae0d0e,No,NoDIsponible,,,,,,
34,Nasua narica,226642,-93.0949444,16.8277222,,False,5,10.07,Mammalia,Carnivora,Procyonidae,1266,Terrestre,2005,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dfcb6d5ab71e4b81580c97426c7ec0d2,dfcb6d5ab71e4b81580c97426c7ec0d2,No,NoDIsponible,,,,,,
718,Nasua narica,118455,-105.9979388,23.3463141,,False,5,12.83,Mammalia,Carnivora,Procyonidae,352,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dfcdbb19c6b303d68d6eafbda404ffa6,dfcdbb19c6b303d68d6eafbda404ffa6,No,NoDIsponible,,,,,,
408,Nasua narica,122992,-105.2148667,22.6285,,False,5,11.77,Mammalia,Carnivora,Procyonidae,639,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e000502ff0203ec235174d85f0d8b058,e000502ff0203ec235174d85f0d8b058,No,NoDIsponible,,,,,,
304,Nasua narica,155916,-101.48,21.43,,False,4,-11.64,Mammalia,Carnivora,Procyonidae,2323,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e02a0f03ff1e023f6d682a41a794aab0,e02a0f03ff1e023f6d682a41a794aab0,Si,NoDIsponible,No,No,No,,,
333,Nasua narica,226781,-92.9358458,17.9985388,,False,5,14.52,Mammalia,Carnivora,Procyonidae,5,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e08f03c3d95e373ed2dafe0d5a4699cc,e08f03c3d95e373ed2dafe0d5a4699cc,No,NoDIsponible,,,,,,
959,Nasua narica,239290,-90.9346849,16.8472249,,False,5,19.25,Mammalia,Carnivora,Procyonidae,93,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e0ce08976d88e1047acee9e1b68cdf59,e0ce08976d88e1047acee9e1b68cdf59,Si,NoDIsponible,No,Si,Si,,,
1083,Nasua narica,166062,-100.1608333,25.2502778,,False,4,-1.36,Mammalia,Carnivora,Procyonidae,1477,Terrestre,1982,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e0f6a2179b317af15dc88d55f228bd4c,e0f6a2179b317af15dc88d55f228bd4c,No,NoDIsponible,,,,,,
641,Nasua narica,166091,-100.3447188,25.6013888,,False,4,-3.31,Mammalia,Carnivora,Procyonidae,1293,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e10ec9794a28763b456c1da6890c6bf9,e10ec9794a28763b456c1da6890c6bf9,No,NoDIsponible,,,,,,
1081,Nasua narica,166062,-100.1608333,25.2502778,,False,4,-1.36,Mammalia,Carnivora,Procyonidae,1477,Terrestre,1982,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e15aa04592e758066d87755f5e79f675,e15aa04592e758066d87755f5e79f675,No,NoDIsponible,,,,,,
1059,Nasua narica,252436,-89.5494877,20.0912677,,False,5,11.49,Mammalia,Carnivora,Procyonidae,102,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e1960ca8ee975c60be496847e48abcb7,e1960ca8ee975c60be496847e48abcb7,No,NoDIsponible,,,,,,
706,Nasua narica,269554,-87.0300005,20.6649108,,False,5,16.14,Mammalia,Carnivora,Procyonidae,,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e19f974e56cb6d8bf2caa599c895c2d0,e19f974e56cb6d8bf2caa599c895c2d0,Si,NoDIsponible,No,Si,Si,No,BufferCosteroMarinoContinental,
527,Nasua narica,265472,-87.4299616,20.215753,,False,5,15.33,Mammalia,Carnivora,Procyonidae,9,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e201208f491795411eb7b2da4b517473,e201208f491795411eb7b2da4b517473,Si,NoDIsponible,No,Si,Si,,,
1302,Nasua narica,252321,-89.4,18.6666667,,False,5,11.29,Mammalia,Carnivora,Procyonidae,280,Terrestre,1990,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e2bf52ef0ac37503e7691ee62713b6df,e2bf52ef0ac37503e7691ee62713b6df,No,NoDIsponible,,,,,,
1313,Nasua narica,269551,-86.87135,20.43405,,False,5,17.31,Mammalia,Carnivora,Procyonidae,22,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e2c375da819b6fbebccca8473cb379db,e2c375da819b6fbebccca8473cb379db,Si,NoDIsponible,No,No,Si,,,
146,Nasua narica,194723,-96.74444,17.55897,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2413,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e2d99778fd428530d4855da68c998311,e2d99778fd428530d4855da68c998311,No,NoDIsponible,,,,,,
501,Nasua narica,194786,-96.8416667,18.1916667,,False,5,17.04,Mammalia,Carnivora,Procyonidae,1370,Terrestre,1990,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e30a01109b0c8b9be2863e546c271363,e30a01109b0c8b9be2863e546c271363,No,NoDIsponible,,,,,,
613,Nasua narica,122959,-105.5689141,22.5913486,,False,5,12.66,Mammalia,Carnivora,Procyonidae,260,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e3261144431bccb9410e9805ce3bde92,e3261144431bccb9410e9805ce3bde92,No,NoDIsponible,,,,,,
1048,Nasua narica,170112,-99.5088577,18.6173919,,False,5,9.52,Mammalia,Carnivora,Procyonidae,1229,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e32de4deb5ae106382734146c1e29998,e32de4deb5ae106382734146c1e29998,No,NoDIsponible,,,,,,
447,Nasua narica,265635,-87.5336597,21.3695097,,False,5,12.79,Mammalia,Carnivora,Procyonidae,12,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e33d9cd1898d49331c4b22c870546b89,e33d9cd1898d49331c4b22c870546b89,No,NoDIsponible,,,,,,
310,Nasua narica,226781,-92.9351408,18.0006108,,False,5,14.52,Mammalia,Carnivora,Procyonidae,17,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e3a0c4896350b8846a9bddf312176a58,e3a0c4896350b8846a9bddf312176a58,No,NoDIsponible,,,,,,
1201,Nasua narica,105212,-107.5497222,25.3652778,,False,4,1.78,Mammalia,Carnivora,Procyonidae,198,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e3b04f140ad3a9ec7eff42e0830020e9,e3b04f140ad3a9ec7eff42e0830020e9,No,NoDIsponible,,,,,,
1204,Nasua narica,122672,-105.2486111,19.9408333,,False,5,17.08,Mammalia,Carnivora,Procyonidae,46,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e41ac3384f5089796e782c10699df3d7,e41ac3384f5089796e782c10699df3d7,No,NoDIsponible,,,,,,
623,Nasua narica,122959,-105.5690858,22.5911108,,False,5,12.66,Mammalia,Carnivora,Procyonidae,266,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e42e814bbc5c5c30552e4dafdd51fdc1,e42e814bbc5c5c30552e4dafdd51fdc1,No,NoDIsponible,,,,,,
30,Nasua narica,261161,-88.098188,19.762232,,False,5,14.44,Mammalia,Carnivora,Procyonidae,29,Terrestre,2004,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e44f900c78240bdf5726e83337d0b3f4,e44f900c78240bdf5726e83337d0b3f4,No,NoDIsponible,,,,,,
1342,Nasua narica,230708,-92.1855556,15.1447222,,False,5,18.22,Mammalia,Carnivora,Procyonidae,1024,Terrestre,2002,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e479d1c7bfac9569ecff728683f0c471,e479d1c7bfac9569ecff728683f0c471,No,NoDIsponible,,,,,,
1124,Nasua narica,131893,-104.3155556,19.0516667,,False,5,12.87,Mammalia,Carnivora,Procyonidae,28,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e4d7f2e621b1593760d27354ba0fb683,e4d7f2e621b1593760d27354ba0fb683,Si,NoDIsponible,No,Si,Si,,,
1190,Nasua narica,261356,-88.02028,21.41583,,False,5,12.62,Mammalia,Carnivora,Procyonidae,9,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e4e3e6ab6061f615ce2e4e06c224fae5,e4e3e6ab6061f615ce2e4e06c224fae5,No,NoDIsponible,,,,,,
722,Nasua narica,199348,-96.158225,15.7314169,,False,5,12.25,Mammalia,Carnivora,Procyonidae,9,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e4e6fde7c49a07f1a62b42ae68f98b21,e4e6fde7c49a07f1a62b42ae68f98b21,No,NoDIsponible,,,,,,
1122,Nasua narica,131893,-104.3156,19.0517,,False,5,12.87,Mammalia,Carnivora,Procyonidae,28,Terrestre,1892,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e4ead2c1d1ec32810b6484129fdd379f,e4ead2c1d1ec32810b6484129fdd379f,Si,NoDIsponible,No,Si,Si,,,
1044,Nasua narica,199589,-96.2454463,17.7210883,,False,5,16.85,Mammalia,Carnivora,Procyonidae,118,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e56ae65f49c42bfcf7b9ede8daa65964,e56ae65f49c42bfcf7b9ede8daa65964,No,NoDIsponible,,,,,,
1055,Nasua narica,226525,-92.9258388,15.8152327,,False,5,9.57,Mammalia,Carnivora,Procyonidae,967,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e5868f36045e70aec874d7d5c6638579,e5868f36045e70aec874d7d5c6638579,No,NoDIsponible,,,,,,
189,Nasua narica,170442,-99.86508,21.43246,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,1450,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e58725ebc3e077b91e0923910ba96c47,e58725ebc3e077b91e0923910ba96c47,Si,NoDIsponible,No,No,Si,,,
130,Nasua narica,194723,-96.74639,17.58373,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2539,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e59fb9d6f1046ada00332bf2587ad1ca,e59fb9d6f1046ada00332bf2587ad1ca,No,NoDIsponible,,,,,,
1114,Nasua narica,175003,-99.2342,18.9186,,False,5,6.22,Mammalia,Carnivora,Procyonidae,1510,Terrestre,1897,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e5bf097332c83b3a93c45f602054bb37,e5bf097332c83b3a93c45f602054bb37,No,NoDIsponible,,,,,,
525,Nasua narica,265472,-87.4317049,20.2154458,,False,5,15.33,Mammalia,Carnivora,Procyonidae,14,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e5e92efae41ba22052130218dcdf59bf,e5e92efae41ba22052130218dcdf59bf,Si,NoDIsponible,No,Si,Si,,,
987,Nasua narica,113958,-106.6368841,23.6675691,,False,5,6.37,Mammalia,Carnivora,Procyonidae,274,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e63c21715367461eb7cdd91591f261f6,e63c21715367461eb7cdd91591f261f6,No,NoDIsponible,,,,,,
1191,Nasua narica,166042,-100.44778,25.36306,,False,4,-8.85,Mammalia,Carnivora,Procyonidae,2068,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e6b975cf3a7380be7c38d6cfcc114e58,e6b975cf3a7380be7c38d6cfcc114e58,Si,NoDIsponible,No,Si,Si,,,
621,Nasua narica,122959,-105.5665969,22.5951522,,False,5,12.66,Mammalia,Carnivora,Procyonidae,193,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e785535c6e135a79324e62cda86f3421,e785535c6e135a79324e62cda86f3421,No,NoDIsponible,,,,,,
1090,Nasua narica,166077,-100.1772222,25.4727778,,False,5,5.89,Mammalia,Carnivora,Procyonidae,518,Terrestre,1982,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e7b67b408fb354dbd822916feecac9e3,e7b67b408fb354dbd822916feecac9e3,No,NoDIsponible,,,,,,
44,Nasua narica,226643,-93.0422778,16.7593889,,False,5,14.08,Mammalia,Carnivora,Procyonidae,371,Terrestre,2005,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e80c2f4c951d75e9b456bc3a83721267,e80c2f4c951d75e9b456bc3a83721267,No,NoDIsponible,,,,,,
1266,Nasua narica,170747,-99.4966667,23.7438889,,False,4,-7.7,Mammalia,Carnivora,Procyonidae,1404,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e8366fa8c9e2eab8f663a655065fb48b,e8366fa8c9e2eab8f663a655065fb48b,No,NoDIsponible,,,,,,
878,Nasua narica,113954,-106.5996549,23.5281069,,False,5,8.41,Mammalia,Carnivora,Procyonidae,17,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e88c2a5780058fcafbbf7d961981142a,e88c2a5780058fcafbbf7d961981142a,No,NoDIsponible,,,,,,
739,Nasua narica,122960,-105.5684849,22.6075136,,False,5,11.62,Mammalia,Carnivora,Procyonidae,87,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e8daa75bb502b43faabc19756d56d97d,e8daa75bb502b43faabc19756d56d97d,No,NoDIsponible,,,,,,
691,Nasua narica,166116,-100.2451849,25.6431708,,False,4,3.18,Mammalia,Carnivora,Procyonidae,1127,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e92497c797f79f23166ef44eb193c272,e92497c797f79f23166ef44eb193c272,No,NoDIsponible,,,,,,
